Car_Name,Year,Selling_Price,Present_Price,Kms_Driven,Fuel_Type,Seller_Type,Transmission,Owner
Honda Jazz V,2011,4.5,8.61,46000,Petrol,Dealer,Manual,0
Hyundai Grand i10 1.2 Kappa Sportz AT,2018,7.55,8.63,20667,Petrol,Dealer,Automatic,0
Maruti Vitara Brezza LDi,2018,8.39,8.63,32539,Diesel,Dealer,Manual,0
Volkswagen Ameo 1.2 MPI Highline,2017,7.23,8.68,22389,Petrol,Dealer,Manual,0
Volkswagen Ameo 1.2 MPI Highline,2018,7.27,8.68,35569,Petrol,Dealer,Manual,0
Hyundai Grand i10 1.2 CRDi Asta,2015,5.43,8.68,81828,Diesel,Dealer,Manual,0
Tata Zest Revotron 1.2 XT,2015,5.27,8.69,27000,Petrol,Dealer,Manual,0
Honda Jazz V,2016,5.9,8.71,31378,Petrol,Dealer,Manual,0
Honda Jazz V,2017,6.8,8.71,36973,Petrol,Dealer,Manual,0
Maruti Baleno Zeta,2018,7.39,8.71,33150,Petrol,Dealer,Manual,0
Nissan Micra XV CVT,2011,2.65,8.73,44000,Petrol,Dealer,Automatic,0
Maruti Dzire VDI,2013,4.95,8.75,77084,Diesel,Dealer,Manual,0
Maruti Baleno Alpha,2017,7.5,8.78,24773,Petrol,Dealer,Manual,0
Maruti Baleno Alpha,2016,6.75,8.78,12208,Petrol,Dealer,Manual,0
Maruti Baleno Alpha,2017,7.5,8.78,6000,Petrol,Dealer,Manual,0
Honda Jazz V,2015,6.3,8.79,37000,Petrol,Dealer,Manual,0
Maruti Baleno Alpha,2016,6.95,8.80,16000,Petrol,Dealer,Manual,0
Toyota Etios Cross 1.4L GD,2016,6.71,8.82,36681,Diesel,Dealer,Manual,0
Hyundai Xcent 1.2 CRDi S,2016,3.5,8.84,50000,Diesel,Dealer,Manual,0
Honda Jazz VX,2015,4.85,8.85,62178,Petrol,Dealer,Manual,0
Ford Aspire Titanium Diesel,2017,6,8.91,60048,Diesel,Dealer,Manual,0
Tata Zest Quadrajet 1.3 75PS XM,2017,5,8.93,72000,Diesel,Dealer,Manual,0
Maruti Dzire VDI,2012,4.25,8.94,74000,Diesel,Dealer,Manual,1
Maruti Dzire ZDI,2013,4.65,8.95,56454,Diesel,Dealer,Manual,0
Honda Amaze VX Petrol,2014,4.75,8.99,21000,Petrol,Dealer,Manual,0
Ford Mustang V8,2018,56.8,83.92,21290,Petrol,Dealer,Automatic,0
Mercedes-Benz E-Class E 220 d,2018,51.43,86.97,26405,Petrol,Dealer,Automatic,0
Mercedes-Benz E-Class E 220 d,2018,51.35,86.97,20446,Petrol,Dealer,Automatic,0
Mercedes-Benz E-Class E400 Cabriolet,2015,48,87.57,7501,Petrol,Dealer,Automatic,0
Maruti Baleno Zeta CVT,2016,5.74,9.04,20000,Petrol,Dealer,Automatic,0
Honda Amaze S Diesel,2015,5.99,9.09,29000,Diesel,Dealer,Manual,0
Honda Jazz VX,2018,8.46,9.10,20024,Petrol,Dealer,Manual,0
Honda Jazz VX,2017,7.9,9.10,8000,Petrol,Dealer,Manual,0
Mahindra Verito 1.5 D4 BSIV,2013,3.7,9.12,107000,Diesel,Dealer,Manual,0
Maruti Vitara Brezza LDi,2016,7.15,9.12,45000,Diesel,Dealer,Manual,0
Maruti Vitara Brezza LDi,2017,8.61,9.12,35384,Diesel,Dealer,Manual,0
Maruti Dzire VDI,2011,4,9.14,110000,Diesel,Dealer,Manual,0
Maruti Dzire VDI,2013,5.5,9.14,68434,Diesel,Dealer,Manual,0
Volkswagen Ameo 1.5 TDI Comfortline,2016,5.8,9.19,58095,Diesel,Dealer,Manual,0
Mahindra Verito 1.5 D4 BSIV,2015,3.1,9.26,90000,Diesel,Dealer,Manual,1
Honda WR-V Edge Edition i-VTEC S,2019,8.2,9.36,13913,Petrol,Dealer,Manual,0
Ford Aspire Titanium Plus Diesel,2015,8.41,9.40,2800,Diesel,Dealer,Manual,0
Honda Amaze V CVT Petrol,2018,7.8,9.44,1700,Petrol,Dealer,Automatic,0
Maruti Vitara Brezza VDi,2017,6.5,9.46,35000,Diesel,Dealer,Manual,0
Ford EcoSport 1.5 Petrol Trend,2016,6,9.47,21460,Petrol,Dealer,Manual,0
Honda Amaze V CVT Petrol,2019,8.86,9.47,25717,Petrol,Dealer,Automatic,0
Nissan Micra XV CVT,2015,4.6,9.47,34895,Petrol,Dealer,Automatic,0
Nissan Micra XV D,2012,2.5,9.48,93450,Diesel,Dealer,Manual,1
Fiat Linea Classic Plus 1.3 Multijet,2013,2.5,9.50,86000,Diesel,Dealer,Manual,1
Nissan Micra XV CVT,2016,6.55,9.51,39882,Petrol,Dealer,Automatic,0
Nissan Micra XV CVT,2017,5.85,9.51,54387,Petrol,Dealer,Automatic,0
Maruti Baleno Alpha Diesel,2016,6.5,9.53,29000,Diesel,Dealer,Manual,0
Toyota Etios Cross 1.4L VD,2014,4.9,9.55,62322,Diesel,Dealer,Manual,0
Volkswagen Polo 1.5 TDI Comfortline,2015,4.91,9.56,66000,Diesel,Dealer,Manual,0
Volkswagen Polo 1.5 TDI Highline,2016,6.29,9.58,22000,Diesel,Dealer,Manual,0
Toyota Platinum Etios 1.4 GXD,2015,6,9.58,150000,Diesel,Dealer,Manual,0
Maruti Dzire AMT VDI,2018,8.37,9.62,25082,Diesel,Dealer,Automatic,0
Volkswagen Ameo 1.5 TDI Highline,2018,7.9,9.72,31426,Diesel,Dealer,Manual,0
Hyundai i20 Active SX Petrol,2017,6.9,9.74,40250,Petrol,Dealer,Manual,0
Hyundai Elite i20 Asta Option,2017,7.53,9.78,59450,Petrol,Dealer,Manual,0
Hyundai Elite i20 Asta Option,2019,8.78,9.78,21134,Petrol,Dealer,Manual,0
Ford Aspire Titanium Diesel,2017,7.29,9.79,30279,Diesel,Dealer,Manual,0
Maruti Baleno RS Petrol,2018,8.15,9.83,43639,Petrol,Dealer,Manual,0
Maruti Vitara Brezza ZDi,2017,9.05,9.89,58829,Diesel,Dealer,Manual,0
Maruti Vitara Brezza VDi,2016,7.43,9.93,37208,Diesel,Dealer,Manual,0
Maruti Vitara Brezza VDi,2016,7.5,9.96,55000,Diesel,Dealer,Manual,0
Volkswagen Polo 1.5 TDI Highline,2012,3.6,9.96,68038,Diesel,Dealer,Manual,0
Volkswagen Polo 1.5 TDI Highline,2017,6.9,9.97,25000,Diesel,Dealer,Manual,0
Toyota Etios Cross 1.4L VD,2014,5.75,9.99,57464,Diesel,Dealer,Manual,0
Mercedes-Benz GLE 350d,2017,64.95,91.23,19863,Diesel,Dealer,Automatic,0
Audi Q7 45 TDI Quattro Premium Plus,2019,72.94,91.38,6773,Diesel,Dealer,Automatic,0
Mercedes-Benz E-Class E 350 d,2019,78.8,92.50,9312,Diesel,Dealer,Automatic,0
Mercedes-Benz GLE 350d,2016,65,92.79,29000,Diesel,Dealer,Automatic,0
Mercedes-Benz SLC 43 AMG,2017,54,95.04,13372,Petrol,Dealer,Automatic,0
Mercedes-Benz GLE 350d,2017,61.29,95.13,29819,Diesel,Dealer,Automatic,0
Mercedes-Benz GLE 350d,2018,70.8,95.13,40129,Diesel,Dealer,Automatic,0
Mercedes-Benz GLE 350d,2017,64.87,95.13,33552,Diesel,Dealer,Automatic,0
Mercedes-Benz GLE 350d,2018,59.29,95.13,30706,Diesel,Dealer,Automatic,0
Mercedes-Benz GLE 350d,2018,59.65,95.13,29277,Diesel,Dealer,Automatic,0
Mercedes-Benz GLE 350d,2016,60.75,95.13,28541,Diesel,Dealer,Automatic,0
Mercedes-Benz GLC 43 AMG Coupe,2018,70.99,95.38,22397,Petrol,Dealer,Automatic,0
Audi Q7 45 TDI Quattro Technology,2017,68,99.92,59500,Diesel,Dealer,Automatic,0
